episode,reward,r_f,r_h,r_d,action_mean_agent_0,action_mean_agent_1,action_mean_agent_2,action_mean_agent_3,action_mean_agent_4,action_mean_agent_5,action_mean_agent_6,action_mean_agent_7,action_std_agent_0,action_std_agent_1,action_std_agent_2,action_std_agent_3,action_std_agent_4,action_std_agent_5,action_std_agent_6,action_std_agent_7,saturation_ratio,tds_failed,max_freq_deviation_hz
0,-27396.673811912537,-27386.20906784983,-5.18887485563755,-5.27591660618782,-0.1643224060535431,-0.13941967487335205,0.07968086749315262,0.034357793629169464,0.17658117413520813,0.3386375904083252,0.09374304860830307,0.09886831045150757,0.6143831014633179,0.5962268114089966,0.5473095178604126,0.575629472732544,0.5697190761566162,0.533705472946167,0.6299895644187927,0.5682778358459473,0.058333333333333334,1,11.10586743518693
